Hotel_Name,Hotel_Rating,City,Hotel_Price,Place_ID,Photo_Reference
Hotel Afsha,3.4,kolkata,1285,ChIJe6yzIVN2AjoReyHHivr2nw8,AdDdOWrfNTjoruOcKcZQ2nvGLYmLFd9vZI5yiC7xKXnMaI0sDVlRoGE0yu4LOIvhTav4fqFsskm0uszXP0N6Wr61PU_QfmlkrLSmST86Ke86-OxRbpUZztDcVWH4ulWN6kZotkVzSRXa8zLPbAP0kfLSPZuLoiuuan3f2D1d7p35p4bNrNNe
backpackers park,4.0,kolkata,1103,ChIJW5ejb4d3AjoRKMMpxoF7di0,AdDdOWoXDRGpMGwZn0UpHKHtAojcHnzNha-N5mZDJ3NFNHYy_c7_WZFlxPOJYsrBrSZd74YLhJ1uWykKUOn_2jiEH9Y1qqUkn9YKjcCefokVmP4kc-XfPObne7QoekVwfOPGDwgV6fm6o3RlRWPCyzZqk_Sw8flH-_7W7wamPytIyZzU5HYV
Hotel Mayfair tower,4.0,kolkata,1680,ChIJYdc_KIJzAjoRwpO0VK3BsRo,AdDdOWqvD3fCMKi9hJeNZ8_HUTdX-sGCmAZLFeDk0dY4sn1xbj1GUQ6YboF1lC0Oq250Q0cJUmbyonqXrU4Sxpwizn0zQRHX_pOvtgoQMK_lQZaIfYxrvfUuNKdadapx563dRlT8s6B2qGdMxLOx7HwkllBwshnp9qPcEMb3ett6GhqjKcha
"The Manor House, Kolkata",4.4,kolkata,3880,ChIJXR5S7W13AjoRMi67Z6JtheU,AdDdOWquTNy1zzF-PtCYXNy_MyDeyBVHY7NraPGjQu2yEwZaAJC6ZguQBCF2Ijmp1bfVkLFHvqxdJ3tBJb0C2_djgEsTjexqn-afUUnbGBmnxKNkZj-8XZrZPJcIflplOvZJXx4xyTjg-WzwjlBwyv8gfS3euCnzPo9wakGH16r5KNOOlZoT
Barsana Boutique Hotel,4.3,kolkata,3719,ChIJQdXHCpV2AjoR2hCtKbcPAwo,AdDdOWqG8zVvC0tKx_jHIOW6gSi3RrnxUQhxYGNrtdB27Se5zTTxEBnR_rUCW3uwzcflaLONs95FSigBOiAUc3wTbTuh09AeDyUKAv_WUS9q3oY9ZMS51ouknM0cNzib3m4BLvItONuaDojMPbnaf5KF01TKFeAU-J9WzwHbPc7_KSCOVC8f
Hotel Pan Asia Continental (A Unit Of Sharda Resources Limited),4.1,kolkata,3074,ChIJJ0fZGzB3AjoRatxcb55sbZk,AdDdOWp340ji2NtiwWnpGLTD83RNvuJPq6s1weGUs_UDhT600N5FLg4ITchZBFhQS_F-_WLiZRD1OxraXt21EwqBu6ZppGPsmqq-6NmvDNXqLgH7iMjlOACUIKRUIbHp7ciLzxAoDyzNo0KDr9FBZoT2n6om180qrneL0gu35iXRFWcVFBsn
Hotel Emirates,4.0,kolkata,3014,ChIJrVr7kQV3AjoR_015fhzQMLk,AdDdOWrVqrhGUP63TLLhSPV1RL16ezjLbgOPHNhZxf3KS208UZO6-8fPDJxhdFmoqB7vn1Jay8nxgnPdpAEkZ5gFXat_cwngyyr6NCvPPqpSa9GbmMgI64GAogw-Txs26dnztcxZk8TB9Osr6AoA0Osi0N2GT2fFziv40uwhTTYWwkqd-3QX
The Aster Heritage,4.7,kolkata,2778,ChIJY8NARAZ3AjoR7hY8R1Vs2_U,AdDdOWrYOgAGsC-Xb0mPjHhpxwcff5HDrucpRn9UQIQCUhYHxO9eWUhubWdFTOw_oJT_AYea5uKulLFP8YgHrWqRxR7gLYxcMJcnF7rhA_iyMzD4W3NOoH54RScRHUK-nCP21yiUKKnBzXj1cZhfCogtzDKRlbOfBgkFfcJIXZv39Sxjiv5c
Calcutta Bungalow| Heritage Rooms,4.9,kolkata,8604,ChIJJ1sHOjt2AjoRIcvEy0NYr9Y,AdDdOWoRGrlWfR0NyrT8HAoNtpSRy4JoZ4znKK0w5UGEXfAd9_PcSCVXm8nQV8EYmiaXGb5z_EgllJk3CKRjN6JsvgwFkDG123qdcHGKPM5PQLh8HRockiy7ybmkmzw--uZf-v7RBOF5xtuiTjv111inFLHq6fxsvYB77wg5jP3Fy7NKTQPD
"BhubanBari historic house airy twin room w 2 baths, kitchen, garden terrace",5.0,kolkata,2856,ChIJIcamyjl2AjoRvQZuNeddK1Y,AdDdOWpV8Ct_RodPuEPuF3agYUuJK_MNg3rCU7w4lK2N-PATyMDRps6ivBtN9cSsP9hBtm8rmveHZ3edQHvRK4jAK3tMmLwzfo_bt_8plZnDs_ES0GMjPJcHYUpTa6yQA4UtEHXlEnsgYUO9gBhxv6iqj18lIEC50yhSwvrXrXIz5jMQi_-n
Hotel Pawan Putra,4.1,kolkata,2436,ChIJfcVfWhV3AjoRxyijC9Q87MI,AdDdOWpVbM8ETV6TjCy1BY24DZ-BAQl08PrGztlCehx1rPhKjKirZLLXHxUlqkkmPfVfUXBNQBY5AlNkjQGLNvG8fuo34qNOFkfM3o8HevRqSf5faIETGNPlxmwOK6lMU89gAS4BSVXWIMF2X_eGGKhv3Z2HXyvjRlayHeY0p-zZJN_Rm5n0
"FabHotel Orion Crystal - Hotel in Park Circus, Kolkata",4.1,kolkata,2652,ChIJf0zuoql3AjoRHgeFLPehmN8,AdDdOWr99LDO9c_qmt0AeFkuaOnPgM2JJzJK7lsLXbwuerP1uQll-LnoWC6Dq2xIgN3bKaSEgz0lfjuEDmh1x9OrvpMn96p3X1QrImKCsCuu9Zs5txZsfdYc4b7LRFkMpb5ClfEuL7h5d4rMyrHH3jF9HD02QJEMLj-i9os9PezfA20kWEGt
Hyatt Place Hyderabad Banjara Hills,4.3,hyderabad,11209,ChIJFdg_pTaXyzsRgTgdsMHumWU,AdDdOWrpga2fvE7_3OpZo1G91ifE6TnRaBSO8AATJrcRBBK8cgJErYElQB7wzyyy00R4qTWnaIervkVZpLAma-kmIMghS6l8xJY7tDVAOKolLyIGbxjnsQRr58kwsWq7ztQiRQpu5QP9_4Vnh-PeJCuk6kEZ9S_BdukJ17FEVGoollmzPV-0
Trident Hotel Hyderabad,4.5,hyderabad,10974,ChIJHalco96TyzsRUlJsvzAyi2w,AdDdOWoNJgxJQkJKjJiKrBfNmw7ORgW5tAxgyJjtKyLtv8HlXqSXcfP354QePnz2UMO1ylr8A6ysS36kX2DwanWRXUK8xSrV0M1l5nwKOjBp0OIYgKoBsoMFEHsQFBlCcAxKVmi7je-XBYB0eccULGSmwzB6P_2A5Q1ZsZyrpT7SXtNcpWW0
The Wilderness Retreat,4.0,hyderabad,4928,ChIJGRn10PSUyzsRs0jOtcZkgSY,AdDdOWpD1T_JrfO8m3IS8MrNtPv-Gc4ybMg-QtzWB7Uc0orIXVsi5SQWKIMAvDQKmsPiozhHWpPW5xyTEmA8E57VFZL5OSu98Ca7JtW-2alwSwSgWSxzj4RJRmwXRuDksKvMmaBaeKvsZKrA4w-SXoXfjBs81p91uSKVcCf8kfpzbssGx440
Hyderabad Marriott Hotel & Convention Centre,4.4,hyderabad,7112,ChIJgeE2cPeZyzsRW4Yql-JFFkk,AdDdOWosxUEgk-Gm8sR5oK4maT8ESzXMkzFpijCpdjH2eZfeSVE9x2eXrqveXBB1Xw0Lp0Vg8i0oRaROgGP8cLdWbKzrZwn4lUN53HZGwtVF19T8m_-x5JC7VjGDkAK0cWlAFppTRE8Aic3bUmc8UU1N2mahYOwdZaFIZH4l7--aJOxPLdDG
Citadel Hotels & Conventions By Vinnca,4.4,hyderabad,3640,ChIJW4KHPq69yzsRFv-wq0bJNAg,AdDdOWpN4CAdFE9HpPyERI46XFbgyChneu9jAqgiPJB1Zcyc-Vm73c1TAzbHoboSOSzKVoKb7GymxdVKeTjvE96UyErnR5mir0v4tTh6GdmHGQA6NPRulpmJGOASGMra1NolC2fFRWF7di89a9nLcG1vz_SP-fXyoPVMAQDC-qbVwB1rLmEk
Hotel Rainbow Tower,4.5,hyderabad,1187,ChIJzW9X7s69yzsR1_ySg1yiC0w,AdDdOWrMYbt_xEppcgs75ok7Bf4JEfg-dy8BIwydIJIZOj42WPVWOB-Gb_HSEUvjMsUAKqM5P4rA5nyqQPkhmKPQ1VHahZ1UpxXY5j0jNPgPfmkQQO7ZLLAhmUT8yt0sokcyZ0MURqvSMjUKJTG3-cTi0kZBJpXKaeWNd1iQ4jW675cesGkg
"Deccan Serai Hotel, HITEC CITY, HYDERABAD",4.2,hyderabad,3436,ChIJk8SsT-CTyzsRdujRl8Gt36o,AdDdOWr37kx4hIWOCGutUFobbHf6mManrCpkKTRCeDmFN1WcK3AtQKP1j1OGkOXf-y4XyFincsDM5gTOGhqT5vNwrJByniqv0CWASLzPnfmKUqf_01DlQkk3sw621E5EFOfUL3g-iLxGCy6IUtDxAwcSXNoVGm-vrf0pmxbjWOM5ZicsRceh
Taramati Baradari Resort,4.2,hyderabad,2520,ChIJNXWTSyuUyzsR2QDIuxdIxho,AdDdOWqcadgMb3r88a-_Mgmf-P1wDe3Ql8QIMS4-tJTODBSvoeJKmr4Fncat-Bfhimb0tWWwYpH8tkrQnz-7fM3kreAB1mjUkhoZkAfWmuM5RkMYjIf9IJkBzlmWnxLRo4iyPBuuwmMzKPMJlq5SXt22qUR4k0UJ_BwNUzg1zcHd2MFz1NdA
The Grand Plaza Hotel,3.8,hyderabad,1240,ChIJfXxgtWSXyzsRHp_B6tZ6mVo,AdDdOWqavmRbY5SyjyJjJPXE0_Zdg2kkCf111rReqGQ99i3VjwBBZImXYSSlzRsw7OvtHX1J30P-W-MK3I9XZJEOIZPqc1dRAiJPKmtTf9l9nZr7Hw3_Ed0QaB3zzqFYJArPNSotrVXyut1XtPHWywrpetvq_Ewnf3qpctLiZvRoWMd9r0e_
Taj Falaknuma Palace,4.7,hyderabad,46573,ChIJQSoXVFa9yzsRLgAgJMKw29M,AdDdOWp-HyW3vBbd4p8IouhoF6wM5pArqsrTjLR8ythjbNlWJfhKkuAAUOtK-o-17yzo0VkQoho-ZrUo9xs5suHrJSwanz3cKrODpNtEWH4lMyVQ3nsuBivjeeJR6bzXAAQbPBj96ZKiiK05i_DIwxIj8unWGvB72-4f8JGuIHMLdcxTVnVp
"Lemon Tree Hotel, Gachibowli, Hyderabad",4.2,hyderabad,4910,ChIJhco2WVyTyzsRAcUtcGxbDrM,AdDdOWqX7ZgHZyp79QB0kMPylfZjrdIXETErAQyZ2RqRQBjifYpUEBogKpvvrjeCcyPFAt6jCsnSUFr4cdcLpWafOzYznuodOhNocaXPDbgyrbznkbMHb1eqgHGI8XULObOZbahs1GNJjKGKG1ncz8l-1FOF-tsBiMqCmbqb60njbQj3e-dv
Hotel Shubham Palace - Karmanghat,4.3,hyderabad,2371,ChIJkelWh5uYyzsRyT5bkdj8VlE,AdDdOWrEdHI63uPe9ilI7Q89oCCi9HIlJiXeRL0VAVfA_RLxJtVuOFgfJDdKdlxDdaev0bg4n3UMHckgcSU92wZbAQK5IejHosz_ajtr3Bu3DmHA_0J-JTyob-bp5y3bVtl0yIMa48QzNX1j3WQiu5orTKdWdxdgDi9qEHiNEHxyeikahKHf
RESTEL STUDIO FLATS,4.2,hyderabad,2576,ChIJ06YzpN6RyzsRUJMrhetTfHA,AdDdOWpQDDDyOSzV2qNOXwsHa7-KbGsEEQ5Dv9wBUrdfIxhrHOyhRPEEtfsqGFCArv3cjINN2dygW8Ktvv_XkBf6vIkk2UuqQ9x9NA2-sDAP59qvRgiX_4TfbrjSbGJMDGRwfYD3JR9WRSftzEpmVRQkKy1FmPAWLyPJ47YtpK6hhfsPD9hW
Ellaa Hotel,4.8,hyderabad,4349,ChIJG4UNJHuXyzsRDmi0VLblpc4,AdDdOWpXySOOYkigI-re45nW-4oO5f-fo2_goOkqJ1gcpxa73Pczb_33DH9PobNnFYhawlUIAUheI16Tpe1HjLnnEnrgwU0jUxVBoUasGHAoZj14uNtK7pOb7qVv_agfTwK5Cnv6zXa1vf-cnjDYmrXRwasqQ_ycq3vb8jPTV-sYh7_SXSL3
Zibe Hyderabad by GRT Hotels,4.5,hyderabad,4520,ChIJte9N_-yRyzsRpYlbvgbcvus,AdDdOWpdMtsq3ZrQnIUDnJQlqILSBLFjwbi1f0FPEZCRahZwlKnpJNgqo8EqxNtCqoobiCC0HdbQZUw8BC_1al3OtaLmuyn6BB5CEwitZqCSwXOGqx0fpoAzWF3GqupNengX6Lqx75EF_bpF2GBz_cTglJWc0OIvQyZucsEvRsYNdYmuxBOz
Ananya Eco Resorts,3.9,hyderabad,3808,ChIJf_6mPuGhyzsRgPyPLCWLSR8,AdDdOWrR-HzGb7VEL9U7lLEkauS1TAXwiolxmDYPHCM1x9YhOU7UZ34pQX2jcWwuhgfeL8gcIhYbT6hJhKir09gyiJmVofL5dxMZKIN1opO9xEuBijjUo2DjAgq_bMMPVdM217SNlrovVWXzEuK6NWW6XbOTe4N1C9sRHDSQWr4l-L4K7ULk
Hotel Daspalla Hyderabad,4.2,hyderabad,5446,ChIJe0I1qEWRyzsRDMI8JGNPRkI,AdDdOWpFBYNuvaFCx4eCIu6pC4MbIG4t5MlgoepndNOlM3JwGTU4Kb1vxrnJge1oML0VZAqp2pSqytDPB8AsqGjX9ZWKRNvW6OurBfeRA6w1mIP9WeZ59O7tvjph0_zrR2Wdb10BMR3b-tLBdjnRPpOjmSmPoin_1qUloRSIV9huFBmpt5G0
Capital O Jubilee Banjara Suites Near City Center Mall,3.2,hyderabad,1044,ChIJ7VoFWiiXyzsRY7jVX6mnelg,AdDdOWoEOZq2QhEpB-DiFHXW09Oz_3QQkFG_yGJ2LzStDlW7LvzA8WmMr28SfUH1x7Sp4pAsHStISrZweuyxURrhaABT0wBFKB_SqqHWw7Z0zbUVhnBpRTREjGHY2unnf0v-ms7ijoNuls3omL29A9mZFGCOEfNKNZOsyKHO2eTyhG4eBabp
Luxury House in Hyderabad With Chef and Driver,5.0,hyderabad,10115,ChIJHalco96TyzsRUlJsvzAyi2w,AdDdOWpAx9rHqCnxWgFeHKbv6dun-J5uEGZPMFlWUCzczdZryPPmbmL8Q_cFvsR2X4_78B8Dj54NQLaJgWYSjjHlu0jvKe4BOjkAacEYDJfrqdIznl1SfcnqEXU0R0v3uguqPscybWq0ZYt4JyToykkDiYi-Vallarh7tP3OQAytShWtYGwJ
"Taj Krishna, Hyderabad",4.5,hyderabad,11800,ChIJN_FppDeXyzsR2kJ1gGzcVoY,AdDdOWq00Fo8pM4OEialpARAZbgdtJ_bCgN8Wilq9bz4AzHwdVHTT45ph13hN0k7Z4OzzfOJATggg7zatq7uz-IzV1OV3swTqKfuWLko0eVBDf-sUzNWuJnL26FsOd-iW52Am2c1b3VNvxyl8eFD_DMVqAvJ7jsD3G9CZjyRbYIXkZsz5xYr
The Wilderness Retreat,4.0,hyderabad,5668,ChIJGRn10PSUyzsRs0jOtcZkgSY,AdDdOWrZkMsY8tyFBnj9gnkpHGMRqcD51xAWvfZKvVV3GqiP4-7cPUEyYeCmIIQLVr2LICNmJU__gpu1CbcrJxJ9ZulTXT4ptq-9O5lCDdMLR3zDi0fs85tXTbXmyIya2w1SGukW4jCb2gjsYnRy932J3rANsQOnBco0FHpjAk8sUERvNmdv
