Name,Location,Locality,City,Rating,Cost
Cafe By The Lane,"Shibpur, Howrah", Howrah,Kolkata,5.0,700
Raasta Cafe,"Shibpur, Howrah", Howrah,Kolkata,3.1,300
Sanjha Chulha,"E M Bypass, South Kolkata", South Kolkata,Kolkata,3.9,500
Wow! Momo,"Jessore Road, 24 Parganas North", 24 Parganas North,Kolkata,3.3,400
Ice O Metry,"Sarat Bose Road, South Kolkata", South Kolkata,Kolkata,5.0,300
Cocoa Bakery,"Ballygunge, South Kolkata", South Kolkata,Kolkata,4.6,500
Buzz,"Bhawanipur, South Kolkata", South Kolkata,Kolkata,5.0,400
Empire Bar,"Chowringhee, Central Kolkata", Central Kolkata,Kolkata,3.5,1000
Arihant Naturals Ice Cream,"Bhawanipur, South Kolkata", South Kolkata,Kolkata,5.0,300
Red Bamboo Shoot,"Ballygunge, South Kolkata", South Kolkata,Kolkata,3.2,800
Shanghai- Flavours Of China Town,"Dumdum, 24 Parganas North", 24 Parganas North,Kolkata,4.3,1000
Roll It Out,"RDB Boulevard,Salt Lake, East Kolkata", East Kolkata,Kolkata,4.0,300
Chowman,"Baguiati, 24 Parganas North", 24 Parganas North,Kolkata,4.6,900
Wow! Momo,"RDB Boulevard,Salt Lake, East Kolkata", East Kolkata,Kolkata,3.3,400
Bistro Y,"Salt Lake, East Kolkata", East Kolkata,Kolkata,4.1,1000
Eat Out,"Topsia, East Kolkata", East Kolkata,Kolkata,3.6,500
Taco Bell,"Avani Riverside Mall,Shibpur, Howrah", Howrah,Kolkata,4.3,500
Azad Hind Dhaba,"Globsyn Crystals Building,Salt Lake, East Kolkata", East Kolkata,Kolkata,3.7,800
Ridhi Sidhi,"Chowringhee, Central Kolkata", Central Kolkata,Kolkata,2.4,700
Club Barocks,"Godrej Waterside,Salt Lake, East Kolkata", East Kolkata,Kolkata,3.9,2500
Kwality Restaurant,"Ballygunge, South Kolkata", South Kolkata,Kolkata,4.0,1200
Sholo Ana Bangali,"Saltee Tech Park,Salt Lake, East Kolkata", East Kolkata,Kolkata,3.4,600
Apna Dhaba,"Bhawanipur, South Kolkata", South Kolkata,Kolkata,3.9,500
Suufiyana,"Kalighat, South Kolkata", South Kolkata,Kolkata,4.3,800
The Sugarr and Spice,"Nagerbazar, 24 Parganas North", 24 Parganas North,Kolkata,4.5,300
Just Fries,"Bhawanipur, South Kolkata", South Kolkata,Kolkata,4.0,300
Haji Shaheb,"Bhawanipur, South Kolkata", South Kolkata,Kolkata,4.7,400
Baccara,"Bhawanipur, South Kolkata", South Kolkata,Kolkata,3.8,1000
My Oven Story,"Liluah, Howrah", Howrah,Kolkata,5.0,200
Chinese Quisine Restaurant,"Salt Lake, East Kolkata", East Kolkata,Kolkata,3.0,600
Happy Cones,"Bhawanipur, South Kolkata", South Kolkata,Kolkata,5.0,300
Toasted N Roasted,"Salt Lake, East Kolkata", East Kolkata,Kolkata,4.4,500
Wow! Momo,"Ballygunge, South Kolkata", South Kolkata,Kolkata,3.7,400
Shimla Biryani,"Kasba, South Kolkata", South Kolkata,Kolkata,4.2,800
BJs Sports Lounge,"Sarat Bose Road, South Kolkata", South Kolkata,Kolkata,4.2,800
Azad Hind Dhaba,"Bhawanipur, South Kolkata", South Kolkata,Kolkata,3.8,800
Azad Hind Dhaba,"Satya Narayanan Apartment,Salt Lake, East Kolkata", East Kolkata,Kolkata,3.9,800
Sharma Dhaba,"Ballygunge, South Kolkata", South Kolkata,Kolkata,2.9,700
Kake D Hatti,"Bhawanipur, South Kolkata", South Kolkata,Kolkata,4.1,400
Momo I Am,"Golpark, South Kolkata", South Kolkata,Kolkata,4.5,800
3 Idiots Dhaba,"Kasba, South Kolkata", South Kolkata,Kolkata,3.0,800
FNP Cakes ‘n’ more,"Elgin Road, South Kolkata", South Kolkata,Kolkata,3.0,500
7/12 Fried Ice Cream Parlour,"Bhawanipur, South Kolkata", South Kolkata,Kolkata,3.7,400
The Sugarr and Spice,"Bhawanipur, South Kolkata", South Kolkata,Kolkata,3.2,300
Kasturi Restaurant,"Ballygunge, South Kolkata", South Kolkata,Kolkata,4.2,700
The Yellow Turtle,"Ballygunge, South Kolkata", South Kolkata,Kolkata,4.7,1000
Wisdom Tree,"Ballygunge, South Kolkata", South Kolkata,Kolkata,4.4,500
Buddha Bites,"Baranagar, 24 Parganas North", 24 Parganas North,Kolkata,3.6,1000
XSpicy,"Indismart Hotel,Salt Lake, East Kolkata", East Kolkata,Kolkata,3.1,1300
Sai Jalpan Junction,"Kestopur, 24 Parganas North", 24 Parganas North,Kolkata,2.5,200
The Yellow Straw,"Salt Lake, East Kolkata", East Kolkata,Kolkata,3.0,300
The Corner Courtyard,"Hazra, South Kolkata", South Kolkata,Kolkata,4.2,1200
Wow! Momo,"Shibpur, Howrah", Howrah,Kolkata,4.3,400
Wabi Sabi,"Southern Avenue, South Kolkata", South Kolkata,Kolkata,4.5,1000
Bombay Kulfi,"Bhawanipur, South Kolkata", South Kolkata,Kolkata,3.1,200
Kasturi Restaurant,"Baguiati, 24 Parganas North", 24 Parganas North,Kolkata,4.0,700
Raviz Indian Cuisine,"Bhawanipur, South Kolkata", South Kolkata,Kolkata,4.0,500
Barbeque Nation,"Lake Mall,Rashbehari Avenue, South Kolkata", South Kolkata,Kolkata,4.4,1500
Brunch Italino,"Bhawanipur, South Kolkata", South Kolkata,Kolkata,4.0,200
Wow! Momo,"Ballygunge, South Kolkata", South Kolkata,Kolkata,3.0,400
Karma Kettle,"Ballygunge, South Kolkata", South Kolkata,Kolkata,3.5,1000
Afterhours - Pub,"Baguiati, 24 Parganas North", 24 Parganas North,Kolkata,4.1,1600
Rang De Basanti Dhaba,"E M Bypass, South Kolkata", South Kolkata,Kolkata,4.1,800
Hotel Swagath,"Hazra, South Kolkata", South Kolkata,Kolkata,4.1,600
Chopstick,"Ballygunge, South Kolkata", South Kolkata,Kolkata,3.4,500
Ekdalia Cocina,"Ballygunge, South Kolkata", South Kolkata,Kolkata,4.2,900
Aminia,"Meena Tower,Rajarhat, 24 Parganas North", 24 Parganas North,Kolkata,4.0,700
La Trio Pizza,"Southern Avenue, South Kolkata", South Kolkata,Kolkata,5.0,600
Raj Restaurant,"Hotel Homely Raj,Hazra, South Kolkata", South Kolkata,Kolkata,4.4,500
Eagle Bites Pizza,"Kasba, South Kolkata", South Kolkata,Kolkata,4.0,700
Wow! Momo,"The Metro Plaza,Ho Chi Minh Sarani, Central Kolkata", Central Kolkata,Kolkata,1.0,400
Allen Kitchen-Saveurs De Calcutta,"Bhawanipur, South Kolkata", South Kolkata,Kolkata,5.0,500
Asia Kitchen by Mainland China,"Acropolis Mall,Kasba, South Kolkata", South Kolkata,Kolkata,4.6,2100
6 Ballygunge Place,"Kasba, South Kolkata", South Kolkata,Kolkata,4.3,800
Hatari,"Atithi Inn,Baguiati, 24 Parganas North", 24 Parganas North,Kolkata,4.6,1000
All-Fresco,"The Meridian Building,Baguiati, 24 Parganas North", 24 Parganas North,Kolkata,4.0,1100
Aminia,"Golpark, South Kolkata", South Kolkata,Kolkata,4.2,700
The Green House,"Gariahat, South Kolkata", South Kolkata,Kolkata,4.6,1000
Momo I Am,"Tarun Alo Apartment,Rajarhat, 24 Parganas North", 24 Parganas North,Kolkata,4.5,800
Kasturi Restaurant,"Gariahat, South Kolkata", South Kolkata,Kolkata,3.8,700
The Burning Coal,"Ballygunge, South Kolkata", South Kolkata,Kolkata,4.4,1000
Utsav Restaurant,"Hazra, South Kolkata", South Kolkata,Kolkata,5.0,800
Hoppipola,"Acropolis Mall,Kasba, South Kolkata", South Kolkata,Kolkata,4.4,1800
Orkos Restaurant & Lounge Bar,"Orko’ss Hotel,Kasba, South Kolkata", South Kolkata,Kolkata,4.1,2200
Hongkong Bistro,"Gariahat, South Kolkata", South Kolkata,Kolkata,4.7,1000
Fusion Fantasea,"Southern Avenue, South Kolkata", South Kolkata,Kolkata,4.4,900
The Rouge,"Hindustan Park, South Kolkata", South Kolkata,Kolkata,4.5,400
Gusto Cafe & Kitchen,"Golpark, South Kolkata", South Kolkata,Kolkata,5.0,700
Hashtag Live,"Rajarhat, 24 Parganas North", 24 Parganas North,Kolkata,4.1,1000
Drunken Monkey on Juice,"Sarat Bose Road, South Kolkata", South Kolkata,Kolkata,4.3,500
Hola,"Southern Avenue, South Kolkata", South Kolkata,Kolkata,4.1,1400
Burnt Garlic,"Kalighat, South Kolkata", South Kolkata,Kolkata,4.4,1200
Bedouin - Sher E Bengal,"Rashbehari Avenue, South Kolkata", South Kolkata,Kolkata,3.8,800
Chiniz Qwizin,"Kidderpore, West Kolkata", West Kolkata,Kolkata,5.0,800
The Chaiwala,"Hindustan Park, South Kolkata", South Kolkata,Kolkata,4.5,600
Friends Of Pho,"Teghoria, 24 Parganas North", 24 Parganas North,Kolkata,4.5,1200
Tamarind,"Kalighat, South Kolkata", South Kolkata,Kolkata,4.3,1000
Wasabee,"Desapriya Park, South Kolkata", South Kolkata,Kolkata,4.0,1500
Plaite,"New Alipore, South Kolkata", South Kolkata,Kolkata,3.4,500
Coffee World,"Acropolis Mall,Kasba, South Kolkata", South Kolkata,Kolkata,4.4,600
THE ORIZZONTE,"Kasba, South Kolkata", South Kolkata,Kolkata,3.5,2200
Wow! Momo,"Kasba, South Kolkata", South Kolkata,Kolkata,3.3,400
Taco Bell,"Acropolis Mall,Kasba, South Kolkata", South Kolkata,Kolkata,4.4,500
Hangoutz - The Boutique Cafe,"Howrah, Howrah", Howrah,Kolkata,4.5,600
Sanjha Chulha,"Southern Avenue, South Kolkata", South Kolkata,Kolkata,4.1,500
Cafe By The Lane,"Southern Avenue, South Kolkata", South Kolkata,Kolkata,4.4,700
Potboiler Coffee House,"Kalighat, South Kolkata", South Kolkata,Kolkata,4.1,700
Cheeni Kum,"Hotel Narayani Enclave,Kasba, South Kolkata", South Kolkata,Kolkata,4.1,2400
Vault,"Desapriya Park, South Kolkata", South Kolkata,Kolkata,4.2,1500
Goofys Chicken Shack,"Howrah, Howrah", Howrah,Kolkata,4.5,400
Steamin Mugs,"Jodhpur Park, South Kolkata", South Kolkata,Kolkata,5.0,600
Red Bamboo Shoot,"Kasba, South Kolkata", South Kolkata,Kolkata,4.2,800
RoadHouzz,"Southern Avenue, South Kolkata", South Kolkata,Kolkata,4.2,1600
Cheeni Kum Lounge & Bar,"Hotel Narayani Enclave,Kasba, South Kolkata", South Kolkata,Kolkata,4.2,1300
Cafe Mezzuna,"South City Mall,Jadavpur, South Kolkata", South Kolkata,Kolkata,4.5,2200
Truly Publik,"Southern Avenue, South Kolkata", South Kolkata,Kolkata,4.3,1200
Aamaze Dhaba,"Kasba, South Kolkata", South Kolkata,Kolkata,5.0,800
Cafe Na-Ru-Meg,"Southern Avenue, South Kolkata", South Kolkata,Kolkata,4.6,500
Barbeque Nation,"City Centre 2, New Town,Rajarhat, 24 Parganas North", 24 Parganas North,Kolkata,4.5,1500
Zold,"Southern Avenue, South Kolkata", South Kolkata,Kolkata,3.6,1000
Oxy Jam,"Baguiati, 24 Parganas North", 24 Parganas North,Kolkata,1.7,399
The Canteen By Asia House,"Southern Avenue, South Kolkata", South Kolkata,Kolkata,4.0,1000
Second House Restaurant,"Southern Avenue, South Kolkata", South Kolkata,Kolkata,4.2,1000
WTF! - Where's The Food,"Rashbehari Avenue, South Kolkata", South Kolkata,Kolkata,4.0,500
The Wall,"Sarat Bose Road, South Kolkata", South Kolkata,Kolkata,4.2,1500
The Food Storey,"Kalighat, South Kolkata", South Kolkata,Kolkata,4.3,1000
Spices & Sauces,"Dhakuria, South Kolkata", South Kolkata,Kolkata,3.6,1000
Captain's Deck Bar and Grill,"Southern Avenue, South Kolkata", South Kolkata,Kolkata,3.8,1500
Overdose,"Desapriya Park, South Kolkata", South Kolkata,Kolkata,3.8,500
Nalin Chandra Das & Sons,"Kalighat, South Kolkata", South Kolkata,Kolkata,4.6,200
Azad Hind Dhaba,"Hindustan Park, South Kolkata", South Kolkata,Kolkata,3.2,800
Shourav's,"Kasba, South Kolkata", South Kolkata,Kolkata,4.3,500
FNP Cakes ‘n’ more,"Golpark, South Kolkata", South Kolkata,Kolkata,3.3,500
Ralli's,"Golpark, South Kolkata", South Kolkata,Kolkata,3.0,200
Khanti Damodaar Seth,"Rashbehari Avenue, South Kolkata", South Kolkata,Kolkata,4.1,700
Hungry Tide,"Hindustan Park, South Kolkata", South Kolkata,Kolkata,3.0,400
The Drunken Monkey,"O2 VIP Hotel,Kaikhali, 24 Parganas North", 24 Parganas North,Kolkata,4.0,1800
Sanmuga Villas,"Rajarhat, 24 Parganas North", 24 Parganas North,Kolkata,5.0,500
Mintelaa,"Southern Avenue, South Kolkata", South Kolkata,Kolkata,4.2,800
Coffee N Mood,"Hindustan Park, South Kolkata", South Kolkata,Kolkata,2.5,400
The Square,"Novotel Kolkata Hotel and Residencies,New Town, 24 Parganas North", 24 Parganas North,Kolkata,4.2,2500
Ecstasea,"Southern Avenue, South Kolkata", South Kolkata,Kolkata,3.7,700
Chilly Culture,"Southern Avenue, South Kolkata", South Kolkata,Kolkata,4.4,800
Azad Hind Dhaba,"Kasba, South Kolkata", South Kolkata,Kolkata,3.4,800
Kiaat Villagio,"Sarat Bose Road, South Kolkata", South Kolkata,Kolkata,3.7,800
Red Kitchen & Lounge,"The Enclave ,Alipore, South Kolkata", South Kolkata,Kolkata,4.2,1800
Diner 49B,"Jodhpur Park, South Kolkata", South Kolkata,Kolkata,4.4,900
Traffic Gastropub,"City Centre 2, New Town,Rajarhat, 24 Parganas North", 24 Parganas North,Kolkata,4.1,1800
Kafe Kolorob,"Rajarhat, 24 Parganas North", 24 Parganas North,Kolkata,4.5,300
Drishti,"Hotel Sudesh Tower,Desapriya Park, South Kolkata", South Kolkata,Kolkata,2.6,600
Chopstick,"Kalighat, South Kolkata", South Kolkata,Kolkata,3.8,700
Balaram Mullick and Radharaman Mullick Sweets,"Kasba, South Kolkata", South Kolkata,Kolkata,3.2,400
Marhaba,"Dhakuria, South Kolkata", South Kolkata,Kolkata,4.4,900
Mintelaa,"Anant Building,Alipore, South Kolkata", South Kolkata,Kolkata,4.4,800
Coffee N Mood,"Southern Avenue, South Kolkata", South Kolkata,Kolkata,3.1,400
Cafe Kathmandu,"Southern Avenue, South Kolkata", South Kolkata,Kolkata,4.7,800
Wokies,"Kalighat, South Kolkata", South Kolkata,Kolkata,4.0,600
The Sugarr and Spice,"Kidderpore, West Kolkata", West Kolkata,Kolkata,3.5,300
Calcutta Bistro,"DLF Galleria,New Town, 24 Parganas North", 24 Parganas North,Kolkata,4.5,1000
Country Roads,"DLF Galleria,New Town, 24 Parganas North", 24 Parganas North,Kolkata,4.4,1600
Wow! Momo,"PS Magnum,Kaikhali, 24 Parganas North", 24 Parganas North,Kolkata,3.8,400
Some Like It Hott,"Jodhpur Park, South Kolkata", South Kolkata,Kolkata,4.4,600
Hungry Tide,"Dhakuria, South Kolkata", South Kolkata,Kolkata,4.6,400
Riwaz,"New Town, 24 Parganas North", 24 Parganas North,Kolkata,4.0,1200
Club 21,"Meena Tower,Rajarhat, 24 Parganas North", 24 Parganas North,Kolkata,3.9,900
Wow! Momo,"Rashbehari Avenue, South Kolkata", South Kolkata,Kolkata,3.5,400
Indus Pizza,"Dumdum, 24 Parganas North", 24 Parganas North,Kolkata,1.0,500
La Komida,"Kalikapur, South Kolkata", South Kolkata,Kolkata,4.9,800
The Steak Factory,"Sarat Bose Road, South Kolkata", South Kolkata,Kolkata,4.1,1000
The Orient,"City Centre 2, New Town,Rajarhat, 24 Parganas North", 24 Parganas North,Kolkata,4.3,2000
Riyasat,"South City Mall,Jadavpur, South Kolkata", South Kolkata,Kolkata,4.6,1700
SurFire The Coastal Cafe,"Kalighat, South Kolkata", South Kolkata,Kolkata,4.6,700
Love Desi Chinese,"Baranagar, 24 Parganas North", 24 Parganas North,Kolkata,4.0,500
The Tibetan Cuisine,"Baguiati, 24 Parganas North", 24 Parganas North,Kolkata,3.0,300
Social Kitchen,"Holiday Inn Kolkata Airport,Rajarhat, 24 Parganas North", 24 Parganas North,Kolkata,3.8,1500
Wasabee,"Kalikapur, South Kolkata", South Kolkata,Kolkata,4.4,1500
Nest,"Howard Johnson Hotel,Rajarhat, 24 Parganas North", 24 Parganas North,Kolkata,3.6,1500
Subway,"City High Building,Prince Anwar Shah Road, South Kolkata", South Kolkata,Kolkata,5.0,400
Blaze Restaurant & Bar,"DLF Galleria,New Town, 24 Parganas North", 24 Parganas North,Kolkata,4.2,800
Raya Bar & Lounge,"Pipal Tree Hotel,New Town, 24 Parganas North", 24 Parganas North,Kolkata,4.2,1500
Wow! Momo,"Dhakuria, South Kolkata", South Kolkata,Kolkata,4.1,400
Monginis,"Baranagar, 24 Parganas North", 24 Parganas North,Kolkata,3.5,200
Spice It,"Rajarhat, 24 Parganas North", 24 Parganas North,Kolkata,3.2,1600
Taco Bell,"South City Mall,Jadavpur, South Kolkata", South Kolkata,Kolkata,4.4,500
Momo I Am,"Lake Gardens, South Kolkata", South Kolkata,Kolkata,4.5,800
Bangaleeana,"Rajarhat, 24 Parganas North", 24 Parganas North,Kolkata,3.3,700
Aaheli Axis,"Axis Mall,Rajarhat, 24 Parganas North", 24 Parganas North,Kolkata,3.7,2500
Calcutta Pi,"Jodhpur Park, South Kolkata", South Kolkata,Kolkata,4.2,1000
Abar Baithak,"Jodhpur Park, South Kolkata", South Kolkata,Kolkata,3.9,800
Urban Kitchen & Bar,"Holiday Inn Kolkata Airport,Rajarhat, 24 Parganas North", 24 Parganas North,Kolkata,3.4,2000
Old Mate's,"Jodhpur Park, South Kolkata", South Kolkata,Kolkata,4.1,400
Wow! Momo,"Kavi Nazrul Metro Station,Kalighat, South Kolkata", South Kolkata,Kolkata,2.0,400
BARishh,"South City Mall,Jadavpur, South Kolkata", South Kolkata,Kolkata,4.1,800
Ubuntu - The Vegan Cafe,"Lake Gardens, South Kolkata", South Kolkata,Kolkata,4.2,400
Mama Mia!,"City Centre 2, New Town,Rajarhat, 24 Parganas North", 24 Parganas North,Kolkata,4.5,500
The Sugarr and Spice,"Hazra, South Kolkata", South Kolkata,Kolkata,1.0,300
Wow! Momo,"Baranagar, 24 Parganas North", 24 Parganas North,Kolkata,3.0,400
Sea Estta inn,"Tollygunge, South Kolkata", South Kolkata,Kolkata,4.2,800
Subway,"New Alipore, South Kolkata", South Kolkata,Kolkata,4.2,400
Wow! China by Wow! Momo,"New Town, 24 Parganas North", 24 Parganas North,Kolkata,4.0,500
Krazzy for Waffle,"Prince Anwar Shah Road, South Kolkata", South Kolkata,Kolkata,4.0,400
Blue Nile,"City Centre 2, New Town,Rajarhat, 24 Parganas North", 24 Parganas North,Kolkata,3.9,1800
Royal Bengal,"Holiday Inn Kolkata Airport,Rajarhat, 24 Parganas North", 24 Parganas North,Kolkata,3.0,500
Blue Nile Lounge,"Rajarhat, 24 Parganas North", 24 Parganas North,Kolkata,4.1,1700
Chai Addaa,"Prince Anwar Shah Road, South Kolkata", South Kolkata,Kolkata,4.0,500
Balaram Mullick and Radharaman Mullick Sweets,"Prince Anwar Shah Road, South Kolkata", South Kolkata,Kolkata,4.3,400
Kava,"Fairfield by Marriott,New Town, 24 Parganas North", 24 Parganas North,Kolkata,3.8,2200
95 Degrees Cafe And Bakery,"New Alipore, South Kolkata", South Kolkata,Kolkata,4.4,600
Wow! Momo,"City Centre 2, New Town,Rajarhat, 24 Parganas North", 24 Parganas North,Kolkata,3.6,400
The Hubb,"Kalikapur, South Kolkata", South Kolkata,Kolkata,3.6,800
Belgian Waffle Junction,"New Alipore, South Kolkata", South Kolkata,Kolkata,4.6,600
Wow! Momo,"Hooghly, North Kolkata", North Kolkata,Kolkata,5.0,400
Krazy For Chocolates,"City Centre 2, New Town,Rajarhat, 24 Parganas North", 24 Parganas North,Kolkata,3.7,300
3 Cheers,"Kalikapur, South Kolkata", South Kolkata,Kolkata,3.5,700
Wow! Momo,"Dumdum, 24 Parganas North", 24 Parganas North,Kolkata,5.0,400
Wow! Momo,"Belgharia, 24 Parganas North", 24 Parganas North,Kolkata,4.3,400
The Sugarr and Spice,"Golpark, South Kolkata", South Kolkata,Kolkata,1.0,300
The Tibetan Flavours,"Rajarhat, 24 Parganas North", 24 Parganas North,Kolkata,5.0,500
Chowman,"Golf Green, South Kolkata", South Kolkata,Kolkata,4.4,900
Purple Turtle,"Prince Anwar Shah Road, South Kolkata", South Kolkata,Kolkata,3.2,700
The Shake Factory,"New Alipore, South Kolkata", South Kolkata,Kolkata,3.9,400
The Wall,"Ecosuite Business Tower,Rajarhat, 24 Parganas North", 24 Parganas North,Kolkata,4.0,1500
Cafe Dreamers,"Tollygunge, South Kolkata", South Kolkata,Kolkata,4.4,400
Krazy For Chocolates,"Acropolis Mall,Kasba, South Kolkata", South Kolkata,Kolkata,1.0,300
Seasonal Tastes,"The Westin Kolkata Rajarhat,New Town, 24 Parganas North", 24 Parganas North,Kolkata,4.4,4200
Fries Before Guys,"New Alipore, South Kolkata", South Kolkata,Kolkata,3.8,300
London Lounge,"Jadavpur, South Kolkata", South Kolkata,Kolkata,5.0,400
Vertex – The Liquid Restaurant,"Fairfield by Marriott,New Town, 24 Parganas North", 24 Parganas North,Kolkata,3.7,1500
Crossroad Cafe,"Tollygunge, South Kolkata", South Kolkata,Kolkata,4.2,800
Wow! Momo,"E.M Bypass, East Kolkata", East Kolkata,Kolkata,5.0,400
Shawarma Nation,"Prince Anwar Shah Road, South Kolkata", South Kolkata,Kolkata,3.3,700
Number 18,"Prince Anwar Shah Road, South Kolkata", South Kolkata,Kolkata,3.0,700
Gokul Shree,"Alipore, South Kolkata", South Kolkata,Kolkata,3.5,100
The Sugarr and Spice,"Rashbehari Avenue, South Kolkata", South Kolkata,Kolkata,1.3,300
Seasonings,"Jadavpur, South Kolkata", South Kolkata,Kolkata,4.3,500
Calcutta Bistro,"Jadavpur, South Kolkata", South Kolkata,Kolkata,4.6,1000
FryDe Cafe,"Belgharia, 24 Parganas North", 24 Parganas North,Kolkata,4.3,500
Krazzy for Waffle,"Kaikhali, 24 Parganas North", 24 Parganas North,Kolkata,2.7,400
Kasturi Restaurant,"Jadavpur, South Kolkata", South Kolkata,Kolkata,3.8,700
Aminia,"Behala, South Kolkata", South Kolkata,Kolkata,4.3,700
The Chef,"Jadavpur, South Kolkata", South Kolkata,Kolkata,4.0,500
24 Ave Pizza,"Tollygunge, South Kolkata", South Kolkata,Kolkata,4.2,400
The Silk Route,"Golf Green, South Kolkata", South Kolkata,Kolkata,3.9,700
Bawarchi Fast Food,"Baghajatin, South Kolkata", South Kolkata,Kolkata,5.0,600
Nalin Chandra Das & Sons,"New Town, 24 Parganas North", 24 Parganas North,Kolkata,4.8,200
Wow! China by Wow! Momo,"Jadavpur, South Kolkata", South Kolkata,Kolkata,4.4,500
The Quince Restaurant cum Bar Club,"Behala, South Kolkata", South Kolkata,Kolkata,4.2,1000
Ming Dimsum and Pouchong Asian Products,"Kasba, South Kolkata", South Kolkata,Kolkata,1.0,200
Bazaar,"Zone by The Park,New Town, 24 Parganas North", 24 Parganas North,Kolkata,5.0,1300
King's Cafe,"Shibpur, Howrah", Howrah,Kolkata,1.0,400
Biriyani Bar,"New Town, 24 Parganas North", 24 Parganas North,Kolkata,1.0,500
Wow! Momo,"Jadavpur, South Kolkata", South Kolkata,Kolkata,3.9,400
Turkisyano,"Lake Gardens, South Kolkata", South Kolkata,Kolkata,2.5,300
Wow! Momo,"Tollygunge, South Kolkata", South Kolkata,Kolkata,5.0,400
Nori,"The Westin Kolkata Rajarhat,New Town, 24 Parganas North", 24 Parganas North,Kolkata,4.5,3300
Wow! Momo,"E M Bypass, South Kolkata", South Kolkata,Kolkata,3.8,400
The Royal Bengal Tiger Cafe,"Tollygunge, South Kolkata", South Kolkata,Kolkata,4.1,600
Friends Cafeteria,"Golf Green, South Kolkata", South Kolkata,Kolkata,4.1,900
Sholo Ana Bangali,"Techno Tower,Prince Anwar Shah Road, South Kolkata", South Kolkata,Kolkata,2.1,600
Wow! Momo,"Santoshpur, South Kolkata", South Kolkata,Kolkata,3.4,400
Emoji,"New Town, 24 Parganas North", 24 Parganas North,Kolkata,4.4,500
Damn! Yumm!,"Dumdum, 24 Parganas North", 24 Parganas North,Kolkata,2.0,500
Tezpata Restaurant,"New Town, 24 Parganas North", 24 Parganas North,Kolkata,5.0,500
Wow! Momo,"Tollygunge, South Kolkata", South Kolkata,Kolkata,4.1,400
Rath,"Belgharia, 24 Parganas North", 24 Parganas North,Kolkata,2.5,400
